state,region,soil_type,rainfall_mm,season,area_ha,crop_name,predicted_yield_kg_per_ha
Tripura,Northeast,Alluvial,822,Kharif,1.2,Potato,23244
Uttarakhand,North,Loamy,431,Kharif,0.1,Millets,1635
Uttarakhand,North,Alluvial,596,Kharif,1.69,Rice,3035
Haryana,North,Sandy,476,Kharif,2.72,Rice,2621
Kerala,South,Red,868,Kharif,3.16,Pulses,865
Arunachal Pradesh,Northeast,Red,622,Kharif,1,Wheat,2511
Telangana,South,Loamy,436,Kharif,1.32,Vegetables,16541
Tripura,Northeast,Sandy,822,Zaid,0.1,Oilseeds,1028
Chhattisgarh,Central,Red,981,Kharif,1.04,Cotton,2130
Punjab,North,Black (Regur),501,Zaid,1.03,Sugarcane,59723
Haryana,North,Loamy,255,Rabi,2.51,Pulses,866
Tamil Nadu,South,Red,1436,Rabi,1.21,Rice,2601
Punjab,North,Laterite,769,Kharif,0.24,Jute,2152
Madhya Pradesh,Central,Alluvial,1300,Kharif,2.36,Rice,2807
Punjab,North,Clay,700,Kharif,1.93,Millets,1457
Mizoram,Northeast,Sandy,805,Kharif,1.53,Vegetables,14725
Odisha,East,Sandy,899,Zaid,1.87,Pulses,795
Sikkim,Northeast,Loamy,658,Rabi,0.67,Pulses,924
Uttar Pradesh,North,Clay,782,Rabi,2.67,Jute,2766
Manipur,Northeast,Sandy,1390,Kharif,0.9,Cotton,1435
Mizoram,Northeast,Laterite,946,Kharif,0.59,Pulses,914
Uttar Pradesh,North,Clay,869,Kharif,1.12,Pulses,970
Punjab,North,Alluvial,1187,Kharif,0.98,Maize,3413
Chhattisgarh,Central,Clay,1233,Kharif,1.2,Millets,1566
Madhya Pradesh,Central,Alluvial,1048,Kharif,1.95,Wheat,2970
West Bengal,East,Sandy,291,Rabi,0.1,Rice,2360
Nagaland,Northeast,Sandy,552,Zaid,1.67,Sugarcane,43722
West Bengal,East,Red,911,Kharif,1.31,Potato,21708
Tamil Nadu,South,Laterite,749,Rabi,1.81,Wheat,3154
Arunachal Pradesh,Northeast,Loamy,686,Rabi,1.62,Jute,2815
Telangana,South,Alluvial,572,Kharif,3.29,Maize,3256
Himachal Pradesh,North,Laterite,431,Kharif,0.79,Sugarcane,53622
Himachal Pradesh,North,Red,757,Kharif,0.36,Potato,22615
Jharkhand,East,Laterite,967,Rabi,1.1,Maize,3622
Chhattisgarh,Central,Red,532,Rabi,0.21,Oilseeds,1234
Punjab,North,Black (Regur),975,Kharif,0.1,Cotton,2277
Rajasthan,West,Black (Regur),1103,Kharif,3.62,Sugarcane,69935
Goa,West,Red,840,Rabi,1.15,Wheat,3137
Madhya Pradesh,Central,Red,848,Kharif,1.27,Vegetables,17537
Haryana,North,Clay,746,Kharif,0.89,Cotton,2260
Andhra Pradesh,South,Loamy,878,Rabi,0.1,Pulses,1109
Mizoram,Northeast,Clay,1141,Kharif,1.43,Potato,25025
Kerala,South,Clay,1160,Kharif,0.1,Wheat,2925
Punjab,North,Sandy,626,Kharif,0.15,Millets,1167
Rajasthan,West,Black (Regur),670,Zaid,1.43,Sugarcane,61100
Uttar Pradesh,North,Sandy,1003,Kharif,0.1,Vegetables,13025
Karnataka,South,Clay,850,Kharif,2.8,Maize,3194
Haryana,North,Loamy,152,Zaid,0.72,Potato,15995
Chhattisgarh,Central,Loamy,553,Kharif,1.95,Cotton,2079
Bihar,East,Loamy,600,Rabi,1.5,Maize,3932
Odisha,East,Clay,1275,Kharif,1.98,Cotton,1960
Bihar,East,Laterite,941,Kharif,1.36,Sugarcane,60023
Maharashtra,West,Alluvial,596,Kharif,0.18,Sugarcane,73624
Sikkim,Northeast,Alluvial,980,Kharif,0.79,Pulses,1101
Jharkhand,East,Sandy,805,Kharif,2.31,Wheat,2543
Tripura,Northeast,Black (Regur),939,Rabi,0.1,Maize,3644
Jharkhand,East,Red,919,Rabi,1.19,Cotton,2296
Andhra Pradesh,South,Laterite,999,Kharif,0.62,Jute,2473
Odisha,East,Red,780,Kharif,0.31,Millets,1463
Himachal Pradesh,North,Loamy,484,Kharif,3.25,Wheat,2990
Haryana,North,Black (Regur),1234,Kharif,2.48,Vegetables,16824
Punjab,North,Alluvial,717,Kharif,1.2,Pulses,1049
Jharkhand,East,Loamy,772,Rabi,1.01,Vegetables,19795
Andhra Pradesh,South,Sandy,1210,Rabi,0.57,Oilseeds,1184
Sikkim,Northeast,Sandy,1430,Kharif,1.91,Pulses,644
Manipur,Northeast,Black (Regur),770,Kharif,1.15,Wheat,2860
Tamil Nadu,South,Clay,519,Zaid,1.29,Maize,2670
Jharkhand,East,Alluvial,1287,Rabi,1.31,Maize,4423
Uttar Pradesh,North,Red,1155,Zaid,2.43,Potato,20564
Sikkim,Northeast,Black (Regur),928,Rabi,0.97,Millets,1927
Rajasthan,West,Sandy,766,Rabi,1.87,Potato,20203
Chhattisgarh,Central,Sandy,379,Rabi,2.19,Potato,20405
Kerala,South,Clay,778,Rabi,0.45,Rice,3339
Tripura,Northeast,Sandy,1060,Kharif,0.55,Rice,2790
Andhra Pradesh,South,Loamy,1472,Kharif,0.34,Pulses,835
Arunachal Pradesh,Northeast,Laterite,1513,Kharif,0.1,Sugarcane,49100
Nagaland,Northeast,Clay,1222,Kharif,2,Millets,1715
Uttarakhand,North,Red,909,Rabi,2.15,Pulses,903
Nagaland,Northeast,Red,1382,Kharif,2.35,Sugarcane,57147
Tripura,Northeast,Sandy,1087,Kharif,1.5,Oilseeds,1153
Bihar,East,Red,1439,Kharif,2.7,Jute,1940
Uttarakhand,North,Clay,924,Rabi,1.79,Wheat,3434
Odisha,East,Black (Regur),627,Kharif,0.1,Wheat,3003
Odisha,East,Red,962,Rabi,3.21,Vegetables,17632
Maharashtra,West,Clay,674,Rabi,2.84,Potato,25089
Tripura,Northeast,Alluvial,996,Zaid,0.11,Maize,3644
Gujarat,West,Alluvial,966,Kharif,0.1,Rice,3297
Arunachal Pradesh,Northeast,Loamy,933,Rabi,2.25,Oilseeds,1614
Gujarat,West,Loamy,880,Kharif,3.54,Cotton,2194
Chhattisgarh,Central,Clay,818,Kharif,1.4,Pulses,935
Odisha,East,Red,1222,Rabi,0.9,Sugarcane,68520
Goa,West,Clay,1147,Zaid,1.3,Maize,3048
Karnataka,South,Black (Regur),815,Zaid,0.35,Oilseeds,1219
Kerala,South,Laterite,1129,Kharif,3.54,Vegetables,13710
Karnataka,South,Alluvial,749,Kharif,0.1,Millets,1902
Bihar,East,Alluvial,552,Zaid,1.83,Pulses,777
Sikkim,Northeast,Red,619,Rabi,1.9,Millets,1549
Goa,West,Sandy,956,Kharif,3.7,Potato,20415
Assam,Northeast,Alluvial,1166,Rabi,3.85,Vegetables,19748
Arunachal Pradesh,Northeast,Clay,1006,Rabi,1.26,Wheat,3128
West Bengal,East,Red,642,Zaid,0.1,Potato,17655
Punjab,North,Alluvial,390,Zaid,1.6,Cotton,2010
Manipur,Northeast,Red,658,Rabi,0.89,Rice,3224
Sikkim,Northeast,Alluvial,793,Zaid,3.25,Cotton,2274
Tripura,Northeast,Sandy,873,Kharif,2.11,Rice,2880
Maharashtra,West,Clay,1127,Kharif,1.94,Vegetables,18177
Haryana,North,Sandy,1072,Rabi,2.84,Jute,2478
Haryana,North,Red,826,Kharif,1.85,Rice,2937
Meghalaya,Northeast,Loamy,252,Kharif,0.26,Sugarcane,51204
Nagaland,Northeast,Red,825,Kharif,0.66,Oilseeds,1197
Tamil Nadu,South,Laterite,675,Rabi,1.08,Vegetables,15646
Kerala,South,Black (Regur),483,Kharif,3.13,Maize,3086
Andhra Pradesh,South,Clay,28,Kharif,1.65,Jute,1825
Madhya Pradesh,Central,Sandy,533,Kharif,0.67,Millets,1319
Tamil Nadu,South,Laterite,970,Kharif,1.14,Rice,2875
Rajasthan,West,Loamy,915,Kharif,3.21,Sugarcane,74532
Maharashtra,West,Laterite,1119,Rabi,2.29,Oilseeds,1177
Chhattisgarh,Central,Loamy,1553,Kharif,1.09,Jute,2451
Odisha,East,Black (Regur),723,Kharif,1.19,Maize,3593
Odisha,East,Black (Regur),1112,Kharif,1.24,Millets,1754
Goa,West,Laterite,783,Kharif,2.11,Potato,20631
Manipur,Northeast,Laterite,776,Kharif,1.68,Jute,2423
Haryana,North,Laterite,844,Kharif,0.81,Millets,1501
Telangana,South,Sandy,248,Rabi,1.13,Rice,2327
Odisha,East,Alluvial,969,Kharif,2.62,Sugarcane,75834
Telangana,South,Loamy,1078,Kharif,1.38,Wheat,3100
Mizoram,Northeast,Clay,931,Kharif,2.98,Vegetables,18003
Assam,Northeast,Laterite,340,Kharif,0.23,Sugarcane,53086
Jharkhand,East,Sandy,841,Kharif,0.15,Rice,2438
Nagaland,Northeast,Laterite,1014,Rabi,0.77,Millets,1698
Arunachal Pradesh,Northeast,Black (Regur),626,Zaid,0.1,Sugarcane,61245
Assam,Northeast,Red,785,Rabi,0.1,Millets,1522
Rajasthan,West,Loamy,1570,Kharif,2.38,Maize,2935
Chhattisgarh,Central,Red,1327,Rabi,3.26,Cotton,1833
Gujarat,West,Laterite,355,Kharif,2.73,Pulses,731
Gujarat,West,Alluvial,958,Kharif,0.66,Oilseeds,1374
Kerala,South,Sandy,977,Kharif,1.84,Rice,2758
Punjab,North,Clay,883,Rabi,0.15,Pulses,1115
Arunachal Pradesh,Northeast,Loamy,1043,Zaid,4.32,Rice,2917
Uttarakhand,North,Red,764,Kharif,1.97,Vegetables,14623
West Bengal,East,Black (Regur),1187,Kharif,1.92,Jute,2894
Maharashtra,West,Black (Regur),961,Zaid,1.26,Cotton,2064
Chhattisgarh,Central,Black (Regur),1267,Kharif,2.09,Potato,23287
Arunachal Pradesh,Northeast,Laterite,746,Rabi,1.03,Cotton,2107
Kerala,South,Black (Regur),1114,Kharif,3.66,Pulses,919
Uttarakhand,North,Laterite,999,Kharif,0.1,Jute,2467
Nagaland,Northeast,Laterite,541,Kharif,1.37,Rice,2582
Meghalaya,Northeast,Loamy,856,Rabi,0.1,Maize,4103
Telangana,South,Alluvial,635,Rabi,0.99,Cotton,2161
Karnataka,South,Loamy,1626,Zaid,1.3,Maize,3017
Sikkim,Northeast,Laterite,1595,Kharif,0.58,Rice,2580
Haryana,North,Red,599,Rabi,1.28,Jute,2611
Himachal Pradesh,North,Loamy,733,Kharif,0.1,Oilseeds,1314
Manipur,Northeast,Loamy,840,Rabi,3.55,Millets,1809
Gujarat,West,Red,1138,Rabi,1.45,Pulses,1072
Punjab,North,Clay,962,Kharif,2.44,Wheat,2750
Jharkhand,East,Alluvial,1528,Rabi,0.22,Potato,23996
Uttarakhand,North,Sandy,965,Kharif,0.37,Pulses,786
West Bengal,East,Laterite,1065,Kharif,0.8,Cotton,1840
Tamil Nadu,South,Laterite,1124,Kharif,1.1,Millets,1546
Rajasthan,West,Clay,1414,Rabi,0.7,Potato,22985
Jharkhand,East,Black (Regur),996,Rabi,3.52,Cotton,2233
Sikkim,Northeast,Loamy,1412,Rabi,3.48,Jute,2781
Chhattisgarh,Central,Loamy,1482,Kharif,3.03,Potato,20607
Gujarat,West,Red,1181,Rabi,3.75,Sugarcane,75565
Himachal Pradesh,North,Loamy,1049,Kharif,2.01,Maize,3897
Uttarakhand,North,Black (Regur),1293,Rabi,0.1,Cotton,2621
Manipur,Northeast,Black (Regur),735,Rabi,1.94,Rice,3355
Arunachal Pradesh,Northeast,Clay,792,Rabi,2.04,Oilseeds,1505
Assam,Northeast,Red,850,Rabi,1.19,Rice,3568
Meghalaya,Northeast,Laterite,1030,Kharif,2.73,Cotton,1746
Andhra Pradesh,South,Sandy,1379,Rabi,3.38,Pulses,761
Rajasthan,West,Laterite,963,Zaid,2.26,Vegetables,13188
Tamil Nadu,South,Laterite,1325,Zaid,1.79,Vegetables,12191
West Bengal,East,Laterite,1173,Rabi,1.27,Millets,1616
Haryana,North,Loamy,464,Rabi,2.16,Cotton,2434
Punjab,North,Red,696,Rabi,0.1,Cotton,2097
Haryana,North,Alluvial,1232,Kharif,1.26,Wheat,3497
Nagaland,Northeast,Laterite,140,Kharif,1.54,Sugarcane,49672
Uttarakhand,North,Alluvial,1113,Kharif,2.35,Jute,2852
Uttarakhand,North,Sandy,771,Rabi,0.94,Wheat,3003
Meghalaya,Northeast,Black (Regur),928,Zaid,0.1,Potato,23049
Meghalaya,Northeast,Red,1098,Kharif,4.58,Cotton,2187
Chhattisgarh,Central,Loamy,566,Kharif,0.1,Potato,21460
Chhattisgarh,Central,Clay,1212,Rabi,3.32,Millets,1778
Goa,West,Black (Regur),1156,Kharif,3.79,Jute,2493
Rajasthan,West,Clay,985,Rabi,0.17,Cotton,2109
Rajasthan,West,Black (Regur),759,Rabi,1.53,Cotton,2186
Sikkim,Northeast,Red,748,Rabi,0.63,Rice,3547
Assam,Northeast,Black (Regur),653,Rabi,1.45,Pulses,934
Uttarakhand,North,Black (Regur),835,Kharif,0.1,Rice,3215
Himachal Pradesh,North,Loamy,685,Rabi,2.43,Potato,22703
Odisha,East,Red,1594,Kharif,1.8,Wheat,2430
Madhya Pradesh,Central,Red,357,Kharif,1.55,Rice,2695
Andhra Pradesh,South,Laterite,928,Kharif,1.67,Vegetables,16229
Meghalaya,Northeast,Alluvial,1080,Kharif,1.86,Cotton,2426
Maharashtra,West,Black (Regur),715,Kharif,0.52,Vegetables,19244
Meghalaya,Northeast,Black (Regur),962,Rabi,3.63,Maize,3595
Rajasthan,West,Black (Regur),640,Zaid,0.1,Sugarcane,59773
Rajasthan,West,Clay,1010,Rabi,3.14,Vegetables,19958
Tamil Nadu,South,Sandy,933,Kharif,0.44,Cotton,1617
Mizoram,Northeast,Loamy,917,Kharif,2.17,Maize,3353
Assam,Northeast,Red,216,Kharif,4.13,Vegetables,12500
Uttar Pradesh,North,Loamy,1401,Kharif,3.93,Oilseeds,1142
Jharkhand,East,Black (Regur),538,Kharif,0.79,Potato,23633
Assam,Northeast,Red,1130,Kharif,1.45,Jute,2170
Maharashtra,West,Laterite,1378,Kharif,1.96,Potato,18051
Punjab,North,Alluvial,612,Kharif,0.2,Maize,3390
Madhya Pradesh,Central,Loamy,862,Kharif,1.53,Jute,2639
Goa,West,Loamy,627,Kharif,4.88,Jute,2518
Mizoram,Northeast,Sandy,687,Rabi,0.78,Potato,19205
Maharashtra,West,Clay,1452,Kharif,0.1,Cotton,1730
Himachal Pradesh,North,Red,354,Rabi,3.18,Vegetables,15072
Punjab,North,Clay,683,Kharif,1.04,Vegetables,16357
Maharashtra,West,Loamy,842,Rabi,0.8,Cotton,2269
Karnataka,South,Loamy,1721,Kharif,0.1,Millets,1550
Rajasthan,West,Clay,1042,Zaid,1.91,Rice,3117
Tripura,Northeast,Loamy,1224,Kharif,0.1,Oilseeds,1313
West Bengal,East,Loamy,667,Rabi,2.07,Vegetables,16728
Tripura,Northeast,Alluvial,367,Kharif,0.55,Pulses,1021
Chhattisgarh,Central,Alluvial,1209,Rabi,3.02,Jute,2809
Tripura,Northeast,Black (Regur),679,Kharif,2.2,Vegetables,15614
Karnataka,South,Clay,1611,Kharif,1.54,Wheat,2733
Punjab,North,Loamy,830,Kharif,2.39,Jute,2665
Haryana,North,Sandy,1093,Rabi,1.74,Maize,2947
Maharashtra,West,Laterite,902,Kharif,2.53,Potato,19472
Maharashtra,West,Red,523,Kharif,1.98,Sugarcane,61495
Sikkim,Northeast,Clay,1274,Kharif,1.77,Millets,1516
Tamil Nadu,South,Red,816,Kharif,1.31,Millets,1373
Sikkim,Northeast,Red,819,Kharif,5.3,Potato,20662
Karnataka,South,Clay,837,Rabi,1.78,Maize,3928
Punjab,North,Red,904,Kharif,0.1,Maize,2999
Chhattisgarh,Central,Clay,1005,Kharif,1.99,Pulses,958
Bihar,East,Laterite,999,Kharif,2.66,Oilseeds,1035
Tamil Nadu,South,Clay,940,Kharif,1.43,Pulses,877
Meghalaya,Northeast,Clay,982,Kharif,1.26,Potato,23754
Gujarat,West,Laterite,863,Zaid,0.1,Potato,19893
Goa,West,Loamy,924,Zaid,1.14,Sugarcane,63632
Assam,Northeast,Clay,1414,Rabi,1.49,Wheat,2746
Goa,West,Laterite,976,Kharif,1.22,Pulses,921
Himachal Pradesh,North,Loamy,1437,Rabi,3.1,Millets,1647
Meghalaya,Northeast,Alluvial,1247,Rabi,0.1,Maize,4411
Arunachal Pradesh,Northeast,Laterite,1052,Kharif,1.17,Millets,1408
Chhattisgarh,Central,Alluvial,865,Kharif,1.81,Vegetables,19522
Karnataka,South,Red,1314,Rabi,0.52,Maize,3278
Meghalaya,Northeast,Sandy,1070,Rabi,1.86,Maize,2880
Arunachal Pradesh,Northeast,Sandy,620,Kharif,0.1,Sugarcane,51604
Telangana,South,Alluvial,1432,Kharif,2.18,Potato,22623
Uttar Pradesh,North,Laterite,544,Kharif,0.63,Potato,19541
Goa,West,Clay,1049,Kharif,1.95,Oilseeds,1372
Telangana,South,Black (Regur),1486,Kharif,1.82,Maize,2808
Madhya Pradesh,Central,Loamy,536,Rabi,0.56,Cotton,2441
Telangana,South,Clay,1147,Kharif,1.35,Oilseeds,1355
Uttarakhand,North,Sandy,349,Kharif,0.1,Rice,2311
Andhra Pradesh,South,Red,643,Rabi,2.49,Jute,2178
Tripura,Northeast,Loamy,878,Kharif,3.37,Maize,3554
Rajasthan,West,Sandy,696,Rabi,1.99,Oilseeds,1155
Meghalaya,Northeast,Red,1022,Rabi,1.55,Pulses,957
Assam,Northeast,Alluvial,283,Rabi,0.29,Maize,3154
Bihar,East,Clay,1287,Kharif,1.92,Jute,2649
Tamil Nadu,South,Laterite,867,Kharif,0.82,Pulses,794
Punjab,North,Laterite,705,Kharif,2.26,Potato,21303
Andhra Pradesh,South,Alluvial,865,Kharif,0.66,Sugarcane,78983
Arunachal Pradesh,Northeast,Clay,850,Rabi,0.83,Millets,1588
West Bengal,East,Laterite,725,Rabi,2.22,Millets,1687
Bihar,East,Clay,593,Kharif,2.2,Pulses,820
Andhra Pradesh,South,Sandy,802,Kharif,1.36,Potato,21554
Tripura,Northeast,Alluvial,602,Kharif,2.51,Sugarcane,73570
Meghalaya,Northeast,Laterite,385,Rabi,1.23,Pulses,869
Jharkhand,East,Red,1135,Rabi,2.37,Maize,3312
Sikkim,Northeast,Loamy,967,Zaid,0.8,Cotton,1911
Jharkhand,East,Laterite,375,Rabi,1.07,Wheat,2518
Meghalaya,Northeast,Sandy,854,Rabi,0.94,Oilseeds,1263
Manipur,Northeast,Sandy,1139,Rabi,1.36,Sugarcane,58664
Goa,West,Loamy,1473,Kharif,2.36,Pulses,859
Telangana,South,Alluvial,785,Kharif,2.15,Maize,3725
Gujarat,West,Alluvial,719,Kharif,0.71,Maize,3526
Mizoram,Northeast,Alluvial,731,Zaid,1.27,Pulses,999
Punjab,North,Clay,1181,Rabi,1.94,Pulses,969
Manipur,Northeast,Clay,1425,Kharif,0.1,Cotton,1937
Mizoram,Northeast,Clay,1057,Rabi,3.61,Pulses,1122
Assam,Northeast,Loamy,1326,Zaid,0.46,Pulses,736
Manipur,Northeast,Red,1526,Zaid,3.54,Cotton,1432
Mizoram,Northeast,Laterite,1158,Rabi,2.97,Sugarcane,70690
Haryana,North,Loamy,1127,Rabi,0.34,Jute,3118
Tripura,Northeast,Black (Regur),605,Zaid,1.63,Millets,1223
Tripura,Northeast,Sandy,436,Kharif,0.1,Sugarcane,48293
Rajasthan,West,Alluvial,581,Rabi,1.77,Pulses,955
Mizoram,Northeast,Sandy,1160,Kharif,0.13,Sugarcane,60249
Kerala,South,Loamy,797,Kharif,0.1,Pulses,995
Tamil Nadu,South,Black (Regur),685,Rabi,0.78,Wheat,2850
Manipur,Northeast,Sandy,1162,Rabi,1.18,Cotton,2003
Sikkim,Northeast,Clay,851,Kharif,2.12,Vegetables,15195
Himachal Pradesh,North,Sandy,37,Kharif,0.1,Wheat,2004
Odisha,East,Sandy,965,Kharif,0.2,Millets,1386
Himachal Pradesh,North,Clay,801,Rabi,1.77,Sugarcane,70473
Punjab,North,Alluvial,926,Kharif,3.79,Sugarcane,81737
Karnataka,South,Sandy,1130,Rabi,2.23,Vegetables,15813
Himachal Pradesh,North,Sandy,553,Kharif,0.1,Rice,2338
Goa,West,Alluvial,1112,Kharif,2.52,Pulses,1018
Nagaland,Northeast,Clay,826,Kharif,3.75,Jute,2530
Tripura,Northeast,Sandy,1063,Rabi,3.15,Rice,2845
Jharkhand,East,Laterite,880,Rabi,0.57,Wheat,2941
Maharashtra,West,Laterite,627,Zaid,1.88,Rice,2099
Gujarat,West,Black (Regur),570,Rabi,2.42,Vegetables,17050
Gujarat,West,Red,1091,Kharif,2.03,Vegetables,14975
Manipur,Northeast,Red,578,Kharif,0.9,Oilseeds,1172
Andhra Pradesh,South,Laterite,850,Kharif,1.25,Wheat,2715
Gujarat,West,Alluvial,866,Kharif,2.5,Potato,23537
Punjab,North,Red,1268,Rabi,1.07,Pulses,1050
Kerala,South,Black (Regur),926,Kharif,0.91,Jute,2704
Maharashtra,West,Black (Regur),1136,Rabi,3.66,Wheat,3469
Karnataka,South,Loamy,831,Rabi,1.61,Oilseeds,1439
Madhya Pradesh,Central,Clay,567,Kharif,0.57,Jute,2129
West Bengal,East,Laterite,776,Kharif,1.53,Maize,2895
Telangana,South,Loamy,982,Rabi,1.26,Cotton,2442
Sikkim,Northeast,Clay,830,Kharif,0.17,Millets,1462
Manipur,Northeast,Red,683,Kharif,1.25,Jute,2190
Tamil Nadu,South,Laterite,810,Kharif,0.86,Jute,2104
West Bengal,East,Sandy,814,Kharif,1.87,Wheat,2276
Arunachal Pradesh,Northeast,Red,1173,Kharif,2.22,Potato,20932
Haryana,North,Red,720,Rabi,3.83,Potato,22266
Uttar Pradesh,North,Sandy,1034,Kharif,0.1,Cotton,1699
West Bengal,East,Red,825,Kharif,1.48,Cotton,1845
Gujarat,West,Alluvial,928,Rabi,3.22,Vegetables,22281
Maharashtra,West,Sandy,1201,Kharif,3.87,Wheat,2425
Goa,West,Alluvial,719,Kharif,1.24,Millets,1580
Goa,West,Black (Regur),535,Kharif,0.1,Cotton,1988
Uttar Pradesh,North,Sandy,1146,Rabi,2.29,Oilseeds,1104
Himachal Pradesh,North,Loamy,866,Kharif,0.1,Vegetables,19265
Odisha,East,Laterite,582,Kharif,2.47,Vegetables,13015
Madhya Pradesh,Central,Red,560,Kharif,0.67,Rice,2810
Bihar,East,Red,573,Kharif,0.81,Cotton,1925
Sikkim,Northeast,Loamy,532,Kharif,0.51,Potato,24398
Goa,West,Loamy,941,Zaid,0.51,Millets,1566
Manipur,Northeast,Sandy,543,Zaid,3,Oilseeds,842
Tamil Nadu,South,Laterite,870,Zaid,0.1,Rice,2387
Assam,Northeast,Loamy,663,Kharif,0.1,Millets,1643
Uttarakhand,North,Laterite,1174,Rabi,0.78,Wheat,2888
Karnataka,South,Red,1097,Zaid,0.1,Cotton,1768
Tripura,Northeast,Black (Regur),1050,Zaid,1.97,Cotton,2039
Gujarat,West,Black (Regur),993,Rabi,1.83,Cotton,2478
Meghalaya,Northeast,Red,948,Rabi,1.33,Vegetables,18106
West Bengal,East,Loamy,1062,Rabi,0.37,Vegetables,18150
Karnataka,South,Black (Regur),995,Rabi,3.58,Wheat,3482
Sikkim,Northeast,Clay,765,Kharif,0.1,Rice,3319
Sikkim,Northeast,Black (Regur),894,Kharif,0.89,Cotton,2331
Assam,Northeast,Sandy,595,Kharif,0.89,Maize,2659
Karnataka,South,Black (Regur),1244,Kharif,2.04,Sugarcane,75927
West Bengal,East,Red,1083,Kharif,0.8,Oilseeds,1126
Assam,Northeast,Clay,607,Rabi,1.53,Pulses,872
Manipur,Northeast,Sandy,717,Rabi,2.02,Jute,2234
Punjab,North,Red,1712,Kharif,0.99,Pulses,706
Rajasthan,West,Laterite,750,Kharif,2.52,Pulses,806
Meghalaya,Northeast,Clay,1099,Rabi,2.09,Pulses,1134
Punjab,North,Sandy,713,Zaid,1.64,Rice,2580
Nagaland,Northeast,Loamy,1564,Kharif,1.58,Potato,20002
Assam,Northeast,Alluvial,851,Rabi,1.06,Wheat,3645
Tamil Nadu,South,Loamy,591,Rabi,3.6,Millets,1834
Maharashtra,West,Red,1333,Zaid,1.92,Sugarcane,45027
Meghalaya,Northeast,Laterite,941,Kharif,2.12,Sugarcane,65999
Himachal Pradesh,North,Black (Regur),906,Kharif,0.63,Jute,2801
Andhra Pradesh,South,Alluvial,522,Kharif,2.57,Millets,1680
Rajasthan,West,Sandy,390,Kharif,1.43,Potato,19322
Mizoram,Northeast,Red,551,Rabi,3.4,Cotton,2117
Tripura,Northeast,Black (Regur),570,Kharif,1.57,Cotton,1803
Maharashtra,West,Alluvial,927,Rabi,0.1,Potato,29491
Tripura,Northeast,Laterite,940,Rabi,0.1,Sugarcane,67478
Nagaland,Northeast,Red,937,Zaid,2.36,Pulses,773
Meghalaya,Northeast,Alluvial,947,Kharif,1.51,Wheat,3519
Kerala,South,Clay,1272,Kharif,1.72,Pulses,875
Himachal Pradesh,North,Red,1243,Kharif,0.1,Cotton,2152
Punjab,North,Black (Regur),1404,Kharif,1.59,Wheat,2391
Tamil Nadu,South,Clay,1069,Rabi,1.99,Potato,24755
Tripura,Northeast,Alluvial,487,Kharif,1.68,Wheat,3192
Chhattisgarh,Central,Black (Regur),852,Kharif,0.1,Maize,3700
Himachal Pradesh,North,Laterite,249,Kharif,4.16,Potato,16769
Goa,West,Loamy,970,Rabi,2.72,Wheat,3516
Punjab,North,Black (Regur),1138,Kharif,2.19,Rice,3290
Chhattisgarh,Central,Loamy,1057,Kharif,1.22,Rice,3083
Karnataka,South,Clay,1157,Kharif,2.67,Cotton,2061
Nagaland,Northeast,Black (Regur),859,Kharif,1.89,Oilseeds,1255
Karnataka,South,Alluvial,497,Kharif,1.9,Wheat,2744
Tripura,Northeast,Laterite,1055,Kharif,3.61,Vegetables,13732
Mizoram,Northeast,Black (Regur),926,Kharif,1.75,Potato,23363
Tamil Nadu,South,Clay,510,Kharif,1.54,Sugarcane,65550
Assam,Northeast,Red,184,Kharif,3.39,Maize,2590
Tripura,Northeast,Laterite,1167,Kharif,2.86,Rice,2633
Goa,West,Clay,1537,Kharif,0.75,Millets,1412
Odisha,East,Black (Regur),713,Rabi,1.62,Vegetables,17551
Sikkim,Northeast,Red,925,Kharif,2.13,Pulses,822
Manipur,Northeast,Sandy,1058,Kharif,1.38,Jute,2282
Kerala,South,Black (Regur),1208,Kharif,2.47,Wheat,2975
Nagaland,Northeast,Laterite,604,Rabi,1.19,Potato,21653
Uttar Pradesh,North,Black (Regur),1067,Rabi,0.1,Sugarcane,81579
Chhattisgarh,Central,Alluvial,662,Zaid,1.5,Oilseeds,1074
Mizoram,Northeast,Loamy,1228,Rabi,2.32,Vegetables,18092
Jharkhand,East,Alluvial,1193,Kharif,1.83,Sugarcane,81580
Tripura,Northeast,Black (Regur),880,Rabi,0.88,Cotton,2563
Haryana,North,Black (Regur),979,Kharif,1.38,Maize,3257
Odisha,East,Red,1252,Kharif,3.39,Maize,2914
Goa,West,Loamy,930,Zaid,1.66,Jute,2205
Gujarat,West,Alluvial,674,Kharif,1.39,Potato,24110
Madhya Pradesh,Central,Sandy,511,Kharif,1.34,Vegetables,14210
Bihar,East,Alluvial,1461,Kharif,0.85,Pulses,903
Telangana,South,Laterite,999,Rabi,2.76,Vegetables,17208
Tripura,Northeast,Loamy,613,Rabi,2.47,Jute,2600
Uttarakhand,North,Clay,0,Zaid,4,Pulses,614
Arunachal Pradesh,Northeast,Clay,446,Zaid,1.33,Cotton,1687
Bihar,East,Black (Regur),1410,Kharif,2.91,Jute,2083
Punjab,North,Red,1146,Kharif,2.72,Potato,20409
Andhra Pradesh,South,Clay,1083,Rabi,1.84,Cotton,2207
Maharashtra,West,Sandy,899,Rabi,3.08,Potato,23167
