state,region,soil_type,rainfall_mm,season,area_ha,crop_name
Rajasthan,West,Alluvial,1507,Zaid,0.1,Sugarcane
Rajasthan,West,Alluvial,1186,Rabi,3.14,Vegetables
Tamil Nadu,South,Black (Regur),756,Kharif,0.44,Cotton
Mizoram,Northeast,Clay,709,Kharif,2.17,Maize
Assam,Northeast,Alluvial,892,Kharif,4.13,Vegetables
Uttar Pradesh,North,Laterite,697,Kharif,3.93,Oilseeds
Jharkhand,East,Loamy,987,Kharif,0.79,Potato
Assam,Northeast,Alluvial,1721,Kharif,1.45,Jute
Maharashtra,West,Loamy,755,Kharif,1.96,Potato
Punjab,North,Clay,970,Kharif,0.2,Maize
Madhya Pradesh,Central,Alluvial,1727,Kharif,1.53,Jute
Goa,West,Alluvial,1324,Kharif,4.88,Jute
Mizoram,Northeast,Loamy,872,Rabi,0.78,Potato
Maharashtra,West,Black (Regur),879,Kharif,0.1,Cotton
Himachal Pradesh,North,Alluvial,1046,Rabi,3.18,Vegetables
Punjab,North,Alluvial,864,Kharif,1.04,Vegetables
Maharashtra,West,Black (Regur),731,Rabi,0.8,Cotton
Karnataka,South,Red,490,Kharif,0.1,Millets
Rajasthan,West,Clay,1282,Zaid,1.91,Rice
Tripura,Northeast,Laterite,656,Kharif,0.1,Oilseeds
West Bengal,East,Alluvial,947,Rabi,2.07,Vegetables
Tripura,Northeast,Sandy,425,Kharif,0.55,Pulses
Chhattisgarh,Central,Alluvial,1703,Rabi,3.02,Jute
Tripura,Northeast,Alluvial,1014,Kharif,2.2,Vegetables
Karnataka,South,Loamy,740,Kharif,1.54,Wheat
Punjab,North,Alluvial,1677,Kharif,2.39,Jute
Haryana,North,Clay,727,Rabi,1.74,Maize
Maharashtra,West,Loamy,904,Kharif,2.53,Potato
Maharashtra,West,Alluvial,1855,Kharif,1.98,Sugarcane
Sikkim,Northeast,Red,452,Kharif,1.77,Millets
Tamil Nadu,South,Red,425,Kharif,1.31,Millets
Sikkim,Northeast,Loamy,783,Kharif,5.3,Potato
Karnataka,South,Clay,738,Rabi,1.78,Maize
Punjab,North,Clay,959,Kharif,0.1,Maize
Chhattisgarh,Central,Sandy,530,Kharif,1.99,Pulses
Bihar,East,Laterite,677,Kharif,2.66,Oilseeds
Tamil Nadu,South,Sandy,495,Kharif,1.43,Pulses
Meghalaya,Northeast,Loamy,906,Kharif,1.26,Potato
Gujarat,West,Loamy,680,Zaid,0.1,Potato
Goa,West,Alluvial,1624,Zaid,1.14,Sugarcane
Assam,Northeast,Loamy,663,Rabi,1.49,Wheat
Goa,West,Sandy,436,Kharif,1.22,Pulses
Himachal Pradesh,North,Red,538,Rabi,3.1,Millets
Meghalaya,Northeast,Clay,866,Rabi,0.1,Maize
Arunachal Pradesh,Northeast,Red,697,Kharif,1.17,Millets
Chhattisgarh,Central,Alluvial,800,Kharif,1.81,Vegetables
Karnataka,South,Clay,711,Rabi,0.52,Maize
Meghalaya,Northeast,Clay,809,Rabi,1.86,Maize
Arunachal Pradesh,Northeast,Alluvial,1778,Kharif,0.1,Sugarcane
Telangana,South,Loamy,997,Kharif,2.18,Potato
Uttar Pradesh,North,Loamy,637,Kharif,0.63,Potato
Goa,West,Laterite,537,Kharif,1.95,Oilseeds
Telangana,South,Clay,924,Kharif,1.82,Maize
Madhya Pradesh,Central,Black (Regur),730,Rabi,0.56,Cotton
Telangana,South,Laterite,645,Kharif,1.35,Oilseeds
Uttarakhand,North,Clay,1293,Kharif,0.1,Rice
Andhra Pradesh,South,Alluvial,1516,Rabi,2.49,Jute
Tripura,Northeast,Clay,792,Kharif,3.37,Maize
Rajasthan,West,Laterite,729,Rabi,1.99,Oilseeds
Meghalaya,Northeast,Sandy,570,Rabi,1.55,Pulses
Assam,Northeast,Clay,885,Rabi,0.29,Maize
Bihar,East,Alluvial,1406,Kharif,1.92,Jute
Tamil Nadu,South,Sandy,341,Kharif,0.82,Pulses
Punjab,North,Loamy,702,Kharif,2.26,Potato
Andhra Pradesh,South,Alluvial,1741,Kharif,0.66,Sugarcane
Arunachal Pradesh,Northeast,Red,658,Rabi,0.83,Millets
West Bengal,East,Red,491,Rabi,2.22,Millets
Bihar,East,Sandy,510,Kharif,2.2,Pulses
Andhra Pradesh,South,Loamy,840,Kharif,1.36,Potato
Tripura,Northeast,Alluvial,1797,Kharif,2.51,Sugarcane
Meghalaya,Northeast,Sandy,501,Rabi,1.23,Pulses
Jharkhand,East,Clay,796,Rabi,2.37,Maize
Sikkim,Northeast,Black (Regur),1036,Zaid,0.8,Cotton
Jharkhand,East,Loamy,827,Rabi,1.07,Wheat
Meghalaya,Northeast,Laterite,643,Rabi,0.94,Oilseeds
Manipur,Northeast,Alluvial,1658,Rabi,1.36,Sugarcane
Goa,West,Sandy,469,Kharif,2.36,Pulses
Telangana,South,Clay,756,Kharif,2.15,Maize
Gujarat,West,Clay,793,Kharif,0.71,Maize
Mizoram,Northeast,Sandy,358,Zaid,1.27,Pulses
Punjab,North,Sandy,505,Rabi,1.94,Pulses
Manipur,Northeast,Black (Regur),727,Kharif,0.1,Cotton
Mizoram,Northeast,Sandy,340,Rabi,3.61,Pulses
Assam,Northeast,Sandy,541,Zaid,0.46,Pulses
Manipur,Northeast,Black (Regur),1033,Zaid,3.54,Cotton
Mizoram,Northeast,Alluvial,1677,Rabi,2.97,Sugarcane
Haryana,North,Alluvial,1587,Rabi,0.34,Jute
Tripura,Northeast,Red,479,Zaid,1.63,Millets
Tripura,Northeast,Alluvial,1749,Kharif,0.1,Sugarcane
Rajasthan,West,Sandy,417,Rabi,1.77,Pulses
Mizoram,Northeast,Alluvial,1617,Kharif,0.13,Sugarcane
Kerala,South,Sandy,413,Kharif,0.1,Pulses
Tamil Nadu,South,Loamy,663,Rabi,0.78,Wheat
Manipur,Northeast,Black (Regur),950,Rabi,1.18,Cotton
Sikkim,Northeast,Alluvial,1149,Kharif,2.12,Vegetables
Himachal Pradesh,North,Loamy,870,Kharif,0.1,Wheat
Odisha,East,Red,442,Kharif,0.2,Millets
Himachal Pradesh,North,Alluvial,1942,Rabi,1.77,Sugarcane
Punjab,North,Alluvial,1945,Kharif,3.79,Sugarcane
Karnataka,South,Alluvial,899,Rabi,2.23,Vegetables
Himachal Pradesh,North,Clay,1320,Kharif,0.1,Rice
Goa,West,Sandy,355,Kharif,2.52,Pulses
Nagaland,Northeast,Alluvial,1332,Kharif,3.75,Jute
Tripura,Northeast,Clay,1553,Rabi,3.15,Rice
Jharkhand,East,Loamy,721,Rabi,0.57,Wheat
Maharashtra,West,Clay,1597,Zaid,1.88,Rice
Gujarat,West,Alluvial,1086,Rabi,2.42,Vegetables
Gujarat,West,Alluvial,968,Kharif,2.03,Vegetables
Manipur,Northeast,Laterite,617,Kharif,0.9,Oilseeds
Andhra Pradesh,South,Loamy,605,Kharif,1.25,Wheat
Gujarat,West,Loamy,610,Kharif,2.5,Potato
Punjab,North,Sandy,536,Rabi,1.07,Pulses
Kerala,South,Alluvial,1775,Kharif,0.91,Jute
Maharashtra,West,Loamy,730,Rabi,3.66,Wheat
Karnataka,South,Laterite,782,Rabi,1.61,Oilseeds
Madhya Pradesh,Central,Alluvial,1329,Kharif,0.57,Jute
West Bengal,East,Clay,927,Kharif,1.53,Maize
Telangana,South,Black (Regur),975,Rabi,1.26,Cotton
Sikkim,Northeast,Red,467,Kharif,0.17,Millets
Manipur,Northeast,Alluvial,1692,Kharif,1.25,Jute
Tamil Nadu,South,Alluvial,1432,Kharif,0.86,Jute
West Bengal,East,Loamy,800,Kharif,1.87,Wheat
Arunachal Pradesh,Northeast,Loamy,709,Kharif,2.22,Potato
Haryana,North,Loamy,747,Rabi,3.83,Potato
Uttar Pradesh,North,Black (Regur),1098,Kharif,0.1,Cotton
West Bengal,East,Black (Regur),823,Kharif,1.48,Cotton
Gujarat,West,Alluvial,1066,Rabi,3.22,Vegetables
Maharashtra,West,Loamy,823,Kharif,3.87,Wheat
Goa,West,Red,562,Kharif,1.24,Millets
Goa,West,Black (Regur),824,Kharif,0.1,Cotton
Uttar Pradesh,North,Laterite,716,Rabi,2.29,Oilseeds
Himachal Pradesh,North,Alluvial,952,Kharif,0.1,Vegetables
Odisha,East,Alluvial,960,Kharif,2.47,Vegetables
Madhya Pradesh,Central,Clay,1531,Kharif,0.67,Rice
Bihar,East,Black (Regur),889,Kharif,0.81,Cotton
Sikkim,Northeast,Loamy,879,Kharif,0.51,Potato
Goa,West,Red,452,Zaid,0.51,Millets
Manipur,Northeast,Laterite,701,Zaid,3,Oilseeds
Tamil Nadu,South,Clay,1284,Zaid,0.1,Rice
Assam,Northeast,Red,604,Kharif,0.1,Millets
Uttarakhand,North,Loamy,759,Rabi,0.78,Wheat
Karnataka,South,Black (Regur),804,Zaid,0.1,Cotton
Tripura,Northeast,Black (Regur),1030,Zaid,1.97,Cotton
Gujarat,West,Black (Regur),1074,Rabi,1.83,Cotton
Meghalaya,Northeast,Alluvial,997,Rabi,1.33,Vegetables
West Bengal,East,Alluvial,982,Rabi,0.37,Vegetables
Karnataka,South,Loamy,628,Rabi,3.58,Wheat
Sikkim,Northeast,Clay,1552,Kharif,0.1,Rice
Sikkim,Northeast,Black (Regur),1003,Kharif,0.89,Cotton
Assam,Northeast,Clay,866,Kharif,0.89,Maize
Karnataka,South,Alluvial,1568,Kharif,2.04,Sugarcane
West Bengal,East,Laterite,655,Kharif,0.8,Oilseeds
Assam,Northeast,Sandy,395,Rabi,1.53,Pulses
Manipur,Northeast,Alluvial,1437,Rabi,2.02,Jute
Punjab,North,Sandy,313,Kharif,0.99,Pulses
Rajasthan,West,Sandy,442,Kharif,2.52,Pulses
Meghalaya,Northeast,Sandy,383,Rabi,2.09,Pulses
Punjab,North,Clay,1464,Zaid,1.64,Rice
Nagaland,Northeast,Loamy,670,Kharif,1.58,Potato
Assam,Northeast,Loamy,771,Rabi,1.06,Wheat
Tamil Nadu,South,Red,491,Rabi,3.6,Millets
Maharashtra,West,Alluvial,1645,Zaid,1.92,Sugarcane
Meghalaya,Northeast,Alluvial,1817,Kharif,2.12,Sugarcane
Himachal Pradesh,North,Alluvial,1412,Kharif,0.63,Jute
Andhra Pradesh,South,Red,617,Kharif,2.57,Millets
Rajasthan,West,Loamy,907,Kharif,1.43,Potato
Mizoram,Northeast,Black (Regur),988,Rabi,3.4,Cotton
Tripura,Northeast,Black (Regur),995,Kharif,1.57,Cotton
Maharashtra,West,Loamy,746,Rabi,0.1,Potato
Tripura,Northeast,Alluvial,1887,Rabi,0.1,Sugarcane
Nagaland,Northeast,Sandy,547,Zaid,2.36,Pulses
Meghalaya,Northeast,Loamy,767,Kharif,1.51,Wheat
Kerala,South,Sandy,332,Kharif,1.72,Pulses
Himachal Pradesh,North,Black (Regur),1023,Kharif,0.1,Cotton
Punjab,North,Loamy,807,Kharif,1.59,Wheat
Tamil Nadu,South,Loamy,942,Rabi,1.99,Potato
Tripura,Northeast,Loamy,755,Kharif,1.68,Wheat
Chhattisgarh,Central,Clay,760,Kharif,0.1,Maize
Himachal Pradesh,North,Loamy,870,Kharif,4.16,Potato
Goa,West,Loamy,713,Rabi,2.72,Wheat
Punjab,North,Clay,1404,Kharif,2.19,Rice
Chhattisgarh,Central,Clay,1571,Kharif,1.22,Rice
Karnataka,South,Black (Regur),883,Kharif,2.67,Cotton
Nagaland,Northeast,Laterite,594,Kharif,1.89,Oilseeds
Karnataka,South,Loamy,748,Kharif,1.9,Wheat
Tripura,Northeast,Alluvial,972,Kharif,3.61,Vegetables
Mizoram,Northeast,Loamy,916,Kharif,1.75,Potato
Tamil Nadu,South,Alluvial,1824,Kharif,1.54,Sugarcane
Assam,Northeast,Clay,944,Kharif,3.39,Maize
Tripura,Northeast,Clay,1582,Kharif,2.86,Rice
Goa,West,Red,597,Kharif,0.75,Millets
Odisha,East,Alluvial,1066,Rabi,1.62,Vegetables
Sikkim,Northeast,Sandy,448,Kharif,2.13,Pulses
Manipur,Northeast,Alluvial,1512,Kharif,1.38,Jute
Kerala,South,Loamy,634,Kharif,2.47,Wheat
Nagaland,Northeast,Loamy,825,Rabi,1.19,Potato
Uttar Pradesh,North,Alluvial,1895,Rabi,0.1,Sugarcane
Chhattisgarh,Central,Laterite,547,Zaid,1.5,Oilseeds
Mizoram,Northeast,Alluvial,1059,Rabi,2.32,Vegetables
Jharkhand,East,Alluvial,1862,Kharif,1.83,Sugarcane
Tripura,Northeast,Black (Regur),1011,Rabi,0.88,Cotton
Haryana,North,Clay,719,Kharif,1.38,Maize
Odisha,East,Clay,908,Kharif,3.39,Maize
Goa,West,Alluvial,1671,Zaid,1.66,Jute
Gujarat,West,Loamy,967,Kharif,1.39,Potato
Madhya Pradesh,Central,Alluvial,1102,Kharif,1.34,Vegetables
Bihar,East,Sandy,325,Kharif,0.85,Pulses
Telangana,South,Alluvial,936,Rabi,2.76,Vegetables
Tripura,Northeast,Alluvial,1505,Rabi,2.47,Jute
Uttarakhand,North,Sandy,498,Zaid,4,Pulses
Arunachal Pradesh,Northeast,Black (Regur),783,Zaid,1.33,Cotton
Bihar,East,Alluvial,1600,Kharif,2.91,Jute
Punjab,North,Loamy,702,Kharif,2.72,Potato
Andhra Pradesh,South,Black (Regur),787,Rabi,1.84,Cotton
Maharashtra,West,Loamy,629,Rabi,3.08,Potato
Maharashtra,West,Clay,1439,Kharif,3.39,Rice
Tamil Nadu,South,Alluvial,1858,Kharif,0.67,Sugarcane
Tripura,Northeast,Loamy,718,Kharif,1.23,Wheat
Tamil Nadu,South,Sandy,411,Rabi,3.98,Pulses
Haryana,North,Alluvial,1986,Kharif,1.95,Sugarcane
Nagaland,Northeast,Red,644,Rabi,0.86,Millets
Kerala,South,Laterite,796,Rabi,1.7,Oilseeds
Haryana,North,Clay,985,Kharif,2.14,Maize
Andhra Pradesh,South,Red,672,Kharif,0.62,Millets
Kerala,South,Sandy,360,Zaid,1.32,Pulses
Karnataka,South,Clay,1400,Zaid,0.46,Rice
Jharkhand,East,Sandy,597,Kharif,3.17,Pulses
Andhra Pradesh,South,Red,441,Kharif,1.51,Millets
Telangana,South,Laterite,644,Kharif,1.05,Oilseeds
Nagaland,Northeast,Red,663,Kharif,0.1,Millets
Madhya Pradesh,Central,Alluvial,1701,Rabi,0.36,Jute
Uttar Pradesh,North,Laterite,786,Kharif,2.77,Oilseeds
Maharashtra,West,Laterite,786,Rabi,0.53,Oilseeds
Sikkim,Northeast,Loamy,647,Kharif,2.24,Wheat
Jharkhand,East,Loamy,627,Zaid,2.24,Potato
Jharkhand,East,Clay,954,Rabi,0.64,Maize
Uttar Pradesh,North,Alluvial,1069,Rabi,2.39,Vegetables
Andhra Pradesh,South,Loamy,623,Rabi,1.1,Wheat
Tamil Nadu,South,Clay,1558,Rabi,1.24,Rice
Maharashtra,West,Alluvial,1965,Rabi,3.88,Sugarcane
Telangana,South,Sandy,451,Rabi,0.63,Pulses
Tripura,Northeast,Alluvial,1428,Kharif,1.64,Jute
Sikkim,Northeast,Sandy,468,Kharif,1.04,Pulses
Punjab,North,Red,657,Rabi,2.16,Millets
Madhya Pradesh,Central,Laterite,520,Kharif,0.96,Oilseeds
Odisha,East,Clay,1596,Kharif,1.21,Rice
Meghalaya,Northeast,Laterite,580,Rabi,0.1,Oilseeds
Nagaland,Northeast,Clay,959,Rabi,0.1,Maize
Kerala,South,Alluvial,872,Zaid,0.59,Vegetables
West Bengal,East,Loamy,674,Kharif,1.62,Wheat
Manipur,Northeast,Alluvial,1503,Rabi,1.88,Sugarcane
West Bengal,East,Clay,1423,Kharif,0.1,Rice
Manipur,Northeast,Alluvial,940,Kharif,0.96,Vegetables
Uttarakhand,North,Sandy,470,Rabi,0.1,Pulses
Meghalaya,Northeast,Sandy,525,Kharif,2.79,Pulses
Bihar,East,Alluvial,1771,Kharif,1.68,Sugarcane
Kerala,South,Loamy,996,Kharif,0.1,Potato
Tripura,Northeast,Clay,1395,Kharif,0.43,Rice
Madhya Pradesh,Central,Laterite,577,Kharif,1.83,Oilseeds
Uttar Pradesh,North,Alluvial,1753,Kharif,0.66,Jute
Chhattisgarh,Central,Sandy,576,Rabi,0.13,Pulses
Meghalaya,Northeast,Alluvial,1788,Kharif,0.7,Sugarcane
Uttar Pradesh,North,Black (Regur),1074,Rabi,2.47,Cotton
Jharkhand,East,Sandy,352,Kharif,1.67,Pulses
Uttar Pradesh,North,Loamy,721,Kharif,2.42,Wheat
Telangana,South,Black (Regur),1092,Zaid,0.34,Cotton
West Bengal,East,Clay,1388,Kharif,1.55,Rice
Tripura,Northeast,Alluvial,893,Rabi,2.68,Vegetables
West Bengal,East,Loamy,831,Rabi,3.34,Wheat
Tripura,Northeast,Alluvial,1469,Kharif,2.01,Jute
Meghalaya,Northeast,Red,671,Kharif,0.14,Millets
Manipur,Northeast,Alluvial,1496,Kharif,0.25,Jute
Maharashtra,West,Black (Regur),771,Kharif,1.6,Cotton
Mizoram,Northeast,Red,592,Kharif,0.29,Millets
Meghalaya,Northeast,Clay,1401,Kharif,2.31,Rice
Manipur,Northeast,Clay,779,Kharif,2.69,Maize
Goa,West,Clay,828,Rabi,0.38,Maize
Goa,West,Laterite,641,Kharif,1.78,Oilseeds
Madhya Pradesh,Central,Black (Regur),719,Rabi,0.1,Cotton
Madhya Pradesh,Central,Alluvial,1800,Rabi,2.94,Sugarcane
Punjab,North,Alluvial,1515,Kharif,4.18,Sugarcane
Odisha,East,Clay,1327,Kharif,2.14,Rice
Andhra Pradesh,South,Loamy,709,Rabi,1.75,Wheat
Karnataka,South,Alluvial,1657,Rabi,3.17,Jute
Arunachal Pradesh,Northeast,Sandy,377,Kharif,2.28,Pulses
Odisha,East,Laterite,715,Rabi,3.81,Oilseeds
Madhya Pradesh,Central,Red,451,Kharif,1.77,Millets
Bihar,East,Alluvial,1011,Rabi,0.37,Vegetables
Meghalaya,Northeast,Loamy,796,Kharif,0.49,Wheat
Uttarakhand,North,Sandy,523,Kharif,2,Pulses
Andhra Pradesh,South,Alluvial,879,Kharif,0.32,Vegetables
Andhra Pradesh,South,Loamy,780,Kharif,2.34,Wheat
Nagaland,Northeast,Loamy,878,Rabi,0.1,Wheat
Gujarat,West,Black (Regur),916,Rabi,1.14,Cotton
Maharashtra,West,Laterite,605,Kharif,2.08,Oilseeds
Himachal Pradesh,North,Alluvial,938,Zaid,1.53,Vegetables
Madhya Pradesh,Central,Alluvial,1936,Kharif,3.07,Sugarcane
Tamil Nadu,South,Laterite,525,Kharif,0.1,Oilseeds
West Bengal,East,Loamy,854,Rabi,3.22,Potato
Odisha,East,Alluvial,1311,Kharif,2.08,Jute
Manipur,Northeast,Alluvial,1166,Kharif,2.84,Vegetables
Odisha,East,Clay,1338,Kharif,1.21,Rice
Meghalaya,Northeast,Red,417,Rabi,2.82,Millets
Bihar,East,Alluvial,1763,Rabi,3.28,Jute
Jharkhand,East,Alluvial,867,Kharif,0.8,Vegetables
Goa,West,Loamy,624,Kharif,1.26,Wheat
Uttar Pradesh,North,Black (Regur),1091,Kharif,1.4,Cotton
Jharkhand,East,Alluvial,1885,Kharif,2.3,Sugarcane
Jharkhand,East,Loamy,614,Rabi,3.95,Potato
Madhya Pradesh,Central,Alluvial,1569,Kharif,1.24,Sugarcane
Haryana,North,Alluvial,955,Kharif,2.21,Vegetables
Tripura,Northeast,Clay,1320,Zaid,0.43,Rice
Haryana,North,Clay,831,Kharif,2.58,Maize
Andhra Pradesh,South,Laterite,525,Kharif,1.95,Oilseeds
Uttar Pradesh,North,Alluvial,1350,Kharif,0.97,Jute
Madhya Pradesh,Central,Red,427,Kharif,3.41,Millets
Himachal Pradesh,North,Laterite,797,Rabi,0.7,Oilseeds
Haryana,North,Alluvial,1303,Rabi,0.1,Jute
Himachal Pradesh,North,Alluvial,1734,Kharif,0.1,Jute
Bihar,East,Red,419,Kharif,0.72,Millets
Mizoram,Northeast,Clay,856,Kharif,2.53,Maize
Telangana,South,Red,515,Kharif,3.71,Millets
Karnataka,South,Loamy,735,Rabi,0.1,Potato
Meghalaya,Northeast,Black (Regur),1057,Kharif,0.12,Cotton
Odisha,East,Clay,908,Kharif,0.1,Maize
Tamil Nadu,South,Alluvial,1575,Kharif,0.78,Sugarcane
Kerala,South,Sandy,577,Rabi,3.33,Pulses
Meghalaya,Northeast,Red,417,Rabi,2.87,Millets
Goa,West,Loamy,784,Rabi,0.11,Wheat
Madhya Pradesh,Central,Clay,869,Rabi,1.53,Maize
Uttar Pradesh,North,Alluvial,1949,Rabi,1.41,Sugarcane
Odisha,East,Clay,911,Kharif,0.91,Maize
Himachal Pradesh,North,Red,495,Rabi,0.1,Millets
Goa,West,Alluvial,1655,Kharif,1.5,Jute
Arunachal Pradesh,Northeast,Clay,1486,Kharif,1.64,Rice
Haryana,North,Black (Regur),985,Kharif,2.63,Cotton
Goa,West,Clay,1408,Kharif,1.24,Rice
Maharashtra,West,Loamy,668,Kharif,0.61,Potato
Sikkim,Northeast,Loamy,874,Kharif,1.75,Potato
Mizoram,Northeast,Loamy,668,Rabi,2.23,Potato
Manipur,Northeast,Black (Regur),723,Kharif,3.71,Cotton
Bihar,East,Loamy,875,Kharif,0.1,Potato
Gujarat,West,Black (Regur),760,Rabi,4.09,Cotton
Manipur,Northeast,Clay,1540,Kharif,0.73,Rice
Tamil Nadu,South,Sandy,590,Kharif,1.15,Pulses
Meghalaya,Northeast,Laterite,636,Rabi,1.56,Oilseeds
Odisha,East,Laterite,637,Kharif,2.84,Oilseeds
Tripura,Northeast,Black (Regur),934,Kharif,3.23,Cotton
Madhya Pradesh,Central,Alluvial,1970,Zaid,3.61,Sugarcane
Haryana,North,Clay,998,Rabi,1.97,Maize
Maharashtra,West,Black (Regur),998,Kharif,1.07,Cotton
Karnataka,South,Loamy,615,Zaid,2.56,Potato
Tripura,Northeast,Loamy,730,Kharif,0.16,Wheat
Maharashtra,West,Laterite,611,Rabi,0.5,Oilseeds
Mizoram,Northeast,Laterite,730,Kharif,2.56,Oilseeds
West Bengal,East,Black (Regur),837,Rabi,3.3,Cotton
Uttar Pradesh,North,Alluvial,1715,Rabi,1.15,Jute
Telangana,South,Alluvial,846,Kharif,1.79,Vegetables
Andhra Pradesh,South,Sandy,374,Rabi,0.1,Pulses
Haryana,North,Black (Regur),968,Kharif,0.99,Cotton
Maharashtra,West,Clay,1243,Kharif,0.1,Rice
Meghalaya,Northeast,Sandy,580,Kharif,2.97,Pulses
West Bengal,East,Laterite,696,Rabi,0.14,Oilseeds
Mizoram,Northeast,Sandy,466,Kharif,0.21,Pulses
Gujarat,West,Alluvial,1571,Rabi,0.1,Sugarcane
Madhya Pradesh,Central,Red,686,Zaid,1.73,Millets
Odisha,East,Sandy,433,Kharif,3.86,Pulses
Tripura,Northeast,Clay,732,Rabi,1.72,Maize
Tripura,Northeast,Laterite,765,Zaid,0.1,Oilseeds
Uttar Pradesh,North,Alluvial,874,Kharif,0.31,Vegetables
Goa,West,Black (Regur),1075,Rabi,1.06,Cotton
Manipur,Northeast,Clay,905,Kharif,0.1,Maize
Jharkhand,East,Loamy,601,Rabi,0.1,Wheat
Haryana,North,Alluvial,1002,Rabi,1.62,Vegetables
Maharashtra,West,Laterite,679,Kharif,0.1,Oilseeds
Kerala,South,Alluvial,1825,Zaid,3.03,Sugarcane
Himachal Pradesh,North,Loamy,789,Rabi,0.1,Wheat
Nagaland,Northeast,Red,513,Zaid,2.26,Millets
Haryana,North,Clay,1391,Kharif,0.1,Rice
Rajasthan,West,Red,600,Zaid,0.1,Millets
Karnataka,South,Clay,981,Kharif,1.92,Maize
Jharkhand,East,Red,588,Kharif,1.28,Millets
West Bengal,East,Clay,884,Kharif,0.77,Maize
Tripura,Northeast,Clay,1204,Kharif,0.92,Rice
Mizoram,Northeast,Red,664,Zaid,3.08,Millets
Assam,Northeast,Sandy,344,Rabi,0.1,Pulses
Goa,West,Clay,1525,Kharif,1.63,Rice
Bihar,East,Loamy,898,Kharif,1.13,Potato
Gujarat,West,Alluvial,1663,Rabi,0.66,Sugarcane
Meghalaya,Northeast,Red,647,Rabi,3.2,Millets
Goa,West,Clay,880,Rabi,0.1,Maize
Manipur,Northeast,Clay,1305,Zaid,0.98,Rice
Madhya Pradesh,Central,Clay,921,Zaid,2.62,Maize
Tamil Nadu,South,Loamy,625,Rabi,2.14,Wheat
Uttarakhand,North,Loamy,721,Rabi,1.06,Potato
Mizoram,Northeast,Alluvial,1534,Rabi,1.92,Sugarcane
Tamil Nadu,South,Sandy,528,Zaid,1.83,Pulses
Punjab,North,Loamy,893,Kharif,2.02,Potato
Meghalaya,Northeast,Loamy,620,Zaid,1.79,Potato
Mizoram,Northeast,Sandy,380,Rabi,2.35,Pulses
Manipur,Northeast,Alluvial,918,Kharif,0.77,Vegetables
Punjab,North,Black (Regur),905,Rabi,1.04,Cotton
Nagaland,Northeast,Alluvial,897,Rabi,1.81,Vegetables
Tripura,Northeast,Loamy,897,Kharif,2.79,Potato
Uttarakhand,North,Loamy,733,Kharif,3.4,Wheat
Chhattisgarh,Central,Laterite,795,Kharif,2.52,Oilseeds
Chhattisgarh,Central,Black (Regur),1018,Zaid,3.14,Cotton
West Bengal,East,Alluvial,886,Kharif,2.05,Vegetables
Chhattisgarh,Central,Red,516,Kharif,0.69,Millets
Sikkim,Northeast,Clay,1271,Rabi,0.55,Rice
Tamil Nadu,South,Laterite,782,Kharif,1.24,Oilseeds
Maharashtra,West,Clay,940,Zaid,0.9,Maize
Odisha,East,Alluvial,1352,Zaid,1.46,Jute
Chhattisgarh,Central,Alluvial,810,Kharif,1.44,Vegetables
Bihar,East,Red,583,Zaid,3.17,Millets
Jharkhand,East,Clay,902,Rabi,2.37,Maize
Assam,Northeast,Laterite,514,Kharif,1.61,Oilseeds
Gujarat,West,Red,499,Kharif,2.48,Millets
Arunachal Pradesh,Northeast,Alluvial,1030,Rabi,0.53,Vegetables
Meghalaya,Northeast,Loamy,924,Kharif,2.42,Potato
Manipur,Northeast,Alluvial,1520,Kharif,2.04,Sugarcane
Chhattisgarh,Central,Laterite,700,Zaid,0.28,Oilseeds
Assam,Northeast,Alluvial,1531,Kharif,2.07,Sugarcane
Kerala,South,Loamy,849,Kharif,1.24,Potato
Gujarat,West,Alluvial,1586,Kharif,0.13,Jute
Telangana,South,Alluvial,833,Kharif,0.7,Vegetables
Kerala,South,Clay,1216,Kharif,1.57,Rice
Odisha,East,Alluvial,1968,Rabi,2.44,Sugarcane
Andhra Pradesh,South,Alluvial,1942,Rabi,1.9,Sugarcane
Gujarat,West,Alluvial,1630,Rabi,1.16,Sugarcane
Uttarakhand,North,Laterite,633,Rabi,1.27,Oilseeds
Andhra Pradesh,South,Loamy,792,Rabi,2.89,Potato
Tamil Nadu,South,Clay,1567,Kharif,0.87,Rice
Punjab,North,Sandy,515,Kharif,0.1,Pulses
Mizoram,Northeast,Red,445,Zaid,1.69,Millets
Punjab,North,Loamy,666,Rabi,0.1,Potato
Assam,Northeast,Alluvial,1929,Rabi,1.87,Sugarcane
Karnataka,South,Alluvial,1032,Kharif,2.06,Vegetables
Arunachal Pradesh,Northeast,Black (Regur),883,Rabi,1.69,Cotton
Meghalaya,Northeast,Clay,1579,Kharif,2.85,Rice
Sikkim,Northeast,Loamy,654,Rabi,2.46,Potato
Assam,Northeast,Laterite,500,Kharif,3.93,Oilseeds
Maharashtra,West,Clay,1502,Kharif,0.34,Rice
Andhra Pradesh,South,Alluvial,1627,Kharif,1.62,Sugarcane
Andhra Pradesh,South,Black (Regur),907,Kharif,1.33,Cotton
Madhya Pradesh,Central,Loamy,641,Kharif,0.1,Wheat
Maharashtra,West,Clay,1334,Rabi,1.56,Rice
Goa,West,Loamy,928,Kharif,1.7,Potato
Tamil Nadu,South,Black (Regur),995,Kharif,1.83,Cotton
